Screen Name, Alternate Name 1, Alternate Name 2, Is Visible (Y/N), Hyperlink Display 1, Hyperlink URL 1, Hyperlink Display 2, Hyperlink URL 2, Hyperlink etc.
Microsoft,MSFT,NASDAQ,Y,Microsoft Homepage,https://www.microsoft.com,Bing,https://www.bing.com
